City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,port blair,11.6667,92.75,82.44,89.0,100.0,6.91,IN,1717330034.0
293,tanki leendert,,,,,,,,
294,vorgashor,67.5833,63.95,28.8,89.0,93.0,3.67,RU,1717330037.0
295,devinuwara,,,,,,,,
296,coronel dorrego,-38.7187,-61.2873,42.01,49.0,69.0,13.51,AR,1717330039.0
297,extrema,-22.8547,-46.3183,63.73,63.0,97.0,6.13,BR,1717330041.0
298,baikonur,45.6167,63.3167,88.52,19.0,96.0,19.75,KZ,1717330042.0
299,melfort,52.8667,-104.6177,42.8,81.0,24.0,4.34,CA,1717330043.0
300,gorontalo,0.5412,123.0595,77.31,95.0,91.0,1.81,ID,1717330045.0
301,barranca,-10.75,-77.7667,62.33,81.0,82.0,2.77,PE,1717330046.0
302,cockburn town,21.4612,-71.1419,81.5,76.0,100.0,13.98,TC,1717330047.0
303,weno,7.4515,151.8468,83.57,73.0,100.0,5.7,FM,1717330049.0
304,ola,59.5833,151.2833,49.14,74.0,40.0,3.42,RU,1717330050.0
305,port augusta,-32.5,137.7667,49.23,51.0,100.0,5.37,AU,1717330051.0
306,urumqi,43.801,87.6005,83.35,14.0,0.0,4.47,CN,1717330053.0
307,coeur d'alene,47.6777,-116.7805,54.81,85.0,99.0,3.38,US,1717330054.0
308,luganville,-15.5333,167.1667,76.41,91.0,100.0,4.18,VU,1717330055.0
309,ovalle,-30.5983,-71.2003,63.54,40.0,100.0,1.21,CL,1717329981.0
310,guozhen,34.3659,107.359,65.44,81.0,92.0,8.3,CN,1717330058.0
311,severodvinsk,64.5635,39.8302,77.11,89.0,100.0,4.97,RU,1717329789.0
312,el bauga,18.262,33.9081,112.03,6.0,88.0,8.72,SD,1717330061.0
313,yigo village,13.5361,144.8886,81.72,77.0,40.0,5.75,GU,1717330063.0
314,tranovaho,,,,,,,,
315,soio,-6.1349,12.3689,79.23,73.0,98.0,9.93,AO,1717330065.0
316,port alfred,-33.5906,26.891,61.18,100.0,100.0,10.0,ZA,1717329879.0
317,new plymouth,-39.0667,174.0833,51.8,76.0,93.0,5.21,NZ,1717330068.0
318,narrabri,-30.3167,149.7833,46.53,95.0,93.0,5.37,AU,1717330069.0
319,vaxjo,56.8777,14.8091,79.57,50.0,20.0,9.22,SE,1717329854.0
320,belyayevka,51.3974,56.4096,77.0,54.0,98.0,7.45,RU,1717330072.0
321,al kharijah,25.4514,30.5464,105.84,7.0,0.0,21.3,EG,1717330073.0
322,idri,27.5,13.2667,104.63,10.0,99.0,9.91,LY,1717330075.0
323,borogontsy,62.6683,131.1683,55.72,51.0,27.0,3.98,RU,1717330076.0
324,nema,57.5067,50.5011,80.67,38.0,0.0,5.5,RU,1717330077.0
325,supe,-10.8,-77.7333,62.8,81.0,75.0,2.77,PE,1717330079.0
326,riviere-du-loup,47.8304,-69.5342,50.27,71.0,10.0,2.3,CA,1717329950.0
327,vorkuta,67.5,64.0,29.1,89.0,94.0,5.01,RU,1717329911.0
328,port sudan,19.6175,37.2164,93.16,38.0,53.0,14.67,SD,1717330083.0
329,biaora,23.8667,76.9167,103.78,17.0,34.0,11.63,IN,1717329872.0
330,eten,-6.9081,-79.8642,62.85,88.0,100.0,4.61,PE,1717330085.0
331,chonchi,-42.6128,-73.8092,37.11,96.0,82.0,0.87,CL,1717330087.0
332,polyarnyy,69.1989,33.4478,46.58,87.0,97.0,5.64,RU,1717329889.0
333,umm kaddadah,13.6017,26.6876,106.52,5.0,45.0,14.65,SD,1717330089.0
334,tripoli,32.8752,13.1875,76.75,69.0,41.0,17.11,LY,1717329877.0
335,antsiranana,-12.2787,49.2917,83.16,59.0,17.0,19.13,MG,1717330092.0
336,arkhangel'sk,64.5401,40.5433,77.11,41.0,40.0,13.42,RU,1717330077.0
337,jamestown,42.097,-79.2353,65.79,74.0,20.0,6.91,US,1717330095.0
338,hobyo,5.3505,48.5268,86.0,61.0,22.0,29.1,SO,1717330096.0
339,trairi,-3.2778,-39.2689,81.14,77.0,37.0,11.03,BR,1717329974.0
340,merizo village,13.2658,144.6691,82.96,89.0,74.0,6.71,GU,1717330099.0
341,emporia,38.4039,-96.1817,68.2,88.0,75.0,8.05,US,1717329863.0
342,maceio,-9.6658,-35.7353,80.04,94.0,75.0,2.3,BR,1717330101.0
343,ruston,32.5232,-92.6379,67.59,100.0,51.0,0.0,US,1717330103.0
344,sars,56.5502,57.1366,70.25,35.0,15.0,2.08,RU,1717330104.0
345,falmouth,50.1544,-5.0711,67.1,77.0,20.0,8.05,GB,1717330025.0
346,hatillo,18.4863,-66.8254,85.98,81.0,98.0,4.0,PR,1717330107.0
347,praya,14.9215,-23.5087,81.14,54.0,20.0,19.57,CV,1717330108.0
348,sweetwater,25.7634,-80.3731,83.01,83.0,75.0,9.22,US,1717329962.0
349,campbell river,50.0163,-125.2446,56.44,94.0,99.0,3.71,CA,1717329862.0
350,murray bridge,-35.1167,139.2667,45.34,75.0,37.0,2.86,AU,1717330112.0
351,nova sintra,14.8667,-24.7167,75.67,75.0,43.0,14.63,CV,1717330114.0
352,pemangkat,1.1667,108.9667,78.28,90.0,100.0,7.11,ID,1717330115.0
353,toga village,,,,,,,,
354,molchanovo,57.5817,83.7692,56.05,78.0,92.0,7.63,RU,1717330118.0
355,mudanya,40.3753,28.8822,84.29,43.0,54.0,5.35,TR,1717329846.0
356,ulladulla,-35.35,150.4667,50.47,71.0,97.0,8.46,AU,1717330120.0
357,sinabang,2.4803,96.3801,82.9,74.0,100.0,0.78,ID,1717330122.0
358,peace river,56.2501,-117.286,48.65,76.0,99.0,3.71,CA,1717330123.0
359,jinchang,38.4953,102.1739,75.97,24.0,86.0,16.2,CN,1717330009.0
360,madang,-5.2246,145.7966,78.8,92.0,42.0,4.25,PG,1717330126.0
361,kenai,60.5544,-151.2583,49.14,68.0,100.0,6.91,US,1717330127.0
362,porto novo,6.4965,2.6036,79.07,86.0,100.0,16.44,BJ,1717330129.0
363,cidreira,-30.1811,-50.2056,62.51,72.0,3.0,3.53,BR,1717330130.0
364,birjand,32.8663,59.2211,95.32,8.0,0.0,13.27,IR,1717330131.0
365,acarau,-2.8856,-40.12,82.44,73.0,4.0,15.35,BR,1717330133.0
366,rengasdengklok,-6.1592,107.2981,86.13,76.0,100.0,3.89,ID,1717330134.0
367,show low,34.2542,-110.0298,53.89,28.0,0.0,9.22,US,1717330135.0
368,pagar alam,-4.0167,103.2667,70.99,98.0,97.0,0.65,ID,1717330029.0
369,zouerate,22.7187,-12.4521,84.27,28.0,0.0,11.45,MR,1717330138.0
370,ntoum,0.3833,9.7833,82.17,69.0,100.0,4.05,GA,1717330139.0
371,burang,30.25,81.1667,44.06,62.0,67.0,8.46,CN,1717330141.0
372,aldama,22.9167,-98.0667,79.38,99.0,36.0,2.51,MX,1717330142.0
373,tafi viejo,-26.732,-65.2592,56.97,53.0,1.0,3.4,AR,1717330144.0
374,ta`u,-14.2336,-169.5144,79.72,81.0,100.0,24.18,AS,1717330146.0
375,ourilandia do norte,,,,,,,,
376,hithadhoo,-0.6,73.0833,84.72,72.0,46.0,8.75,MV,1717330149.0
377,anklam,53.8564,13.6897,75.0,68.0,65.0,12.97,DE,1717330151.0
378,tigwav,18.4314,-72.8669,80.94,77.0,100.0,5.59,HT,1717330152.0
379,mirador,-6.3708,-44.3631,82.69,56.0,34.0,11.92,BR,1717330153.0
380,petukhovo,55.0692,67.9019,66.34,42.0,33.0,10.07,RU,1717329888.0
381,nadi,-17.8,177.4167,73.4,68.0,20.0,11.5,FJ,1717329968.0
382,hammerfest,70.6634,23.6821,54.05,71.0,75.0,3.44,NO,1717330052.0
383,mount horeb,43.0086,-89.7385,59.45,98.0,3.0,2.51,US,1717330159.0
384,ladek-zdroj,50.3437,16.8795,67.57,79.0,87.0,6.51,PL,1717330160.0
385,tucurui,-3.7661,-49.6725,79.74,80.0,34.0,3.94,BR,1717330161.0
386,waddan,29.1614,16.139,107.85,11.0,65.0,14.03,LY,1717330163.0
387,malmberget,67.1753,20.6549,63.16,42.0,40.0,3.44,SE,1717330164.0
388,mount gambier,-37.8333,140.7667,43.12,84.0,16.0,3.31,AU,1717330166.0
389,kiunga,-6.1219,141.2906,75.16,98.0,68.0,4.16,PG,1717330167.0
390,happy valley-goose bay,53.3168,-60.3315,59.2,49.0,71.0,2.35,CA,1717330168.0
391,vilyuysk,63.7553,121.6247,66.0,75.0,100.0,4.0,RU,1717330170.0
392,palmer,42.1584,-72.3287,65.64,76.0,0.0,0.0,US,1717330171.0
393,puerto quijarro,-17.7833,-57.7667,75.4,47.0,1.0,2.57,BO,1717330172.0
394,dhromolaxia,34.8755,33.5868,97.84,60.0,0.0,9.22,CY,1717330058.0
395,armacao de buzios,-22.7469,-41.8817,75.25,72.0,85.0,13.27,BR,1717330175.0
396,al qubbah,32.7616,22.2424,92.08,19.0,1.0,9.66,LY,1717330176.0
397,sos'va,59.1766,61.8558,64.8,61.0,98.0,3.89,RU,1717329898.0
398,new norfolk,-42.7826,147.0587,48.7,93.0,62.0,2.19,AU,1717330179.0
399,kapuskasing,49.4169,-82.4331,56.95,89.0,58.0,8.14,CA,1717330181.0
400,balcarce,-37.8462,-58.2552,44.28,81.0,100.0,5.37,AR,1717330040.0
401,arkalyk,50.2486,66.9114,65.59,45.0,0.0,13.24,KZ,1717330183.0
402,plettenberg bay,-34.0527,23.3716,62.42,92.0,99.0,8.19,ZA,1717330184.0
403,kataragama,,,,,,,,
404,popondetta,-8.7537,148.2534,73.94,96.0,22.0,2.91,PG,1717330187.0
405,tsafe,11.9553,6.9223,93.56,40.0,85.0,10.2,NG,1717330189.0
406,taltal,-25.4,-70.4833,65.19,54.0,20.0,0.78,CL,1717330190.0
407,severobaykal'sk,55.65,109.3167,45.5,82.0,76.0,1.14,RU,1717330191.0
408,miami,25.7743,-80.1937,83.01,83.0,75.0,9.22,US,1717329812.0
409,romilly-sur-seine,48.5108,3.7263,60.12,81.0,98.0,12.97,FR,1717330194.0
410,reggane,26.7158,0.1714,102.15,10.0,0.0,16.24,DZ,1717329908.0
411,esfarayen,37.0765,57.5101,82.74,27.0,22.0,19.86,IR,1717330197.0
412,mong cai,,,,,,,,
413,bardai,11.65,7.2333,92.97,40.0,38.0,9.48,NG,1717330199.0
414,vingt cinq,,,,,,,,
415,jinghong,21.991,100.7341,75.69,92.0,93.0,1.74,CN,1717329914.0
416,savanna-la-mar,18.219,-78.1332,77.94,89.0,100.0,3.04,JM,1717330203.0
417,wajir,1.7471,40.0573,94.59,33.0,73.0,15.59,KE,1717330205.0
418,nyeri,-0.4201,36.9476,74.5,56.0,83.0,5.82,KE,1717330206.0
419,pisco,-13.7,-76.2167,60.85,88.0,100.0,4.61,PE,1717329911.0
420,thulamahashi,-24.7246,31.1994,82.72,27.0,0.0,7.61,ZA,1717330209.0
421,quirihue,-36.2833,-72.5333,37.44,89.0,82.0,3.2,CL,1717330119.0
422,antonio enes,-16.2325,39.9086,83.68,58.0,16.0,9.13,MZ,1717330212.0
423,san juan de los morros,9.9115,-67.3538,77.45,80.0,40.0,2.3,VE,1717330214.0
424,stornoway,58.2093,-6.3865,57.16,90.0,75.0,14.97,GB,1717330215.0
425,nizao,18.25,-70.2,82.47,75.0,100.0,10.54,DO,1717330216.0
426,tara,56.8944,74.371,63.57,40.0,87.0,6.04,RU,1717330218.0
427,comrat,46.3003,28.6572,87.57,34.0,68.0,11.56,MD,1717330219.0
428,watertown,42.3709,-71.1828,64.02,78.0,0.0,5.75,US,1717329969.0
429,flin flon,54.7682,-101.865,38.61,79.0,87.0,8.05,CA,1717330222.0
430,sittwe,20.15,92.9,83.77,78.0,100.0,7.02,MM,1717330223.0
431,minas de marcona,-15.2119,-75.1103,51.13,95.0,60.0,8.48,PE,1717330225.0
432,fannuj,,,,,,,,
433,turpan,42.9333,89.1667,96.96,8.0,8.0,1.19,CN,1717330228.0
434,tabou,4.423,-7.3528,81.5,82.0,62.0,5.88,CI,1717330229.0
435,floro,61.5996,5.0328,67.23,58.0,75.0,10.36,NO,1717330230.0
436,kovdor,67.5662,30.4758,67.21,59.0,80.0,7.7,RU,1717330232.0
437,nago,26.5881,127.9761,68.43,96.0,100.0,9.46,JP,1717330233.0
438,oum hadjer,13.2954,19.6966,106.86,16.0,10.0,8.16,TD,1717330234.0
439,charlestown,-32.95,151.6667,55.72,88.0,100.0,1.99,AU,1717329965.0
440,toktogul,41.8708,72.9402,73.26,41.0,17.0,3.58,KG,1717330237.0
441,saint-pierre-du-mont,43.8845,-0.5219,70.7,74.0,100.0,9.22,FR,1717330238.0
442,burley,42.5357,-113.7928,58.3,54.0,75.0,12.66,US,1717330239.0
443,salalah,17.0151,54.0924,87.62,66.0,7.0,11.77,OM,1717330241.0
444,ytyk-kyuyel',,,,,,,,
445,sisimiut,66.9395,-53.6735,30.33,67.0,23.0,3.58,GL,1717330243.0
446,longboat key,27.4125,-82.659,79.0,56.0,0.0,11.5,US,1717330245.0
447,marte,12.3611,13.8246,103.08,25.0,10.0,5.57,NG,1717330246.0
448,puerto baquerizo moreno,-0.9,-89.6,69.33,90.0,70.0,6.38,EC,1717330207.0
449,vostochnyy,55.8167,37.8667,80.87,59.0,78.0,6.55,RU,1717330249.0
450,shevchenko,48.5,35.0,85.68,32.0,83.0,14.29,UA,1717330250.0
451,sanghar,26.0466,68.9481,108.68,18.0,4.0,9.24,PK,1717330251.0
452,keflavik,64.0049,-22.5624,48.63,57.0,75.0,39.12,IS,1717330253.0
453,san mateo del mar,16.2,-95.0,82.22,82.0,100.0,6.51,MX,1717330255.0
454,la junta,37.985,-103.5438,55.69,71.0,0.0,12.66,US,1717330013.0
455,north bend,43.4065,-124.2243,58.98,94.0,100.0,6.91,US,1717330257.0
456,torzhok,57.0436,34.9622,78.37,50.0,27.0,6.76,RU,1717330259.0
457,wanning,18.8003,110.3967,81.73,88.0,88.0,9.95,CN,1717329993.0
458,eyl,7.9803,49.8164,88.23,57.0,44.0,22.41,SO,1717330262.0
459,repalle,16.0167,80.85,96.98,49.0,60.0,11.59,IN,1717330263.0
460,plastun,44.7561,136.2939,45.27,77.0,21.0,2.48,RU,1717330264.0
461,paita,-5.0892,-81.1144,64.6,87.0,71.0,11.3,PE,1717330266.0
462,hadibu,12.65,54.0333,87.69,68.0,36.0,16.28,YE,1717330267.0
463,olyokminsk,60.3736,120.4264,60.64,79.0,99.0,6.71,RU,1717330268.0
464,sawakin,19.1059,37.3321,96.46,31.0,60.0,13.6,SD,1717330270.0
465,sechura,-5.5569,-80.8222,64.87,84.0,65.0,11.43,PE,1717330271.0
466,pembroke,45.8168,-77.1162,58.17,77.0,99.0,2.08,CA,1717330272.0
467,saint-joseph,-21.3667,55.6167,77.38,78.0,29.0,10.11,RE,1717330274.0
468,santa cruz,-17.8,-63.1667,69.26,88.0,3.0,11.5,BO,1717330182.0
469,tromso,69.6496,18.957,55.42,62.0,75.0,8.05,NO,1717330276.0
470,lata,40.1629,-8.3327,85.08,36.0,0.0,8.37,PT,1717330278.0
471,mogadishu,2.0371,45.3438,82.83,76.0,87.0,18.7,SO,1717330279.0
472,cestos city,5.46,-9.5828,83.19,76.0,75.0,6.62,LR,1717330280.0
473,mudgal,16.0167,76.4333,98.69,29.0,50.0,8.57,IN,1717330282.0
474,labytnangi,66.6572,66.4183,33.39,67.0,59.0,6.46,RU,1717330283.0
475,shingu,33.7333,135.9833,63.09,89.0,100.0,5.5,JP,1717330284.0
476,awjilah,29.1081,21.2869,109.56,9.0,4.0,13.33,LY,1717330286.0
477,galveston,29.3669,-94.9669,81.18,92.0,91.0,9.15,US,1717330240.0
478,ellsworth,44.5434,-68.4195,58.55,81.0,0.0,3.44,US,1717330288.0
479,papao,-17.75,-149.55,73.08,71.0,32.0,8.46,PF,1717330290.0
480,tazacorte,28.629,-17.9293,72.57,82.0,20.0,12.66,ES,1717330291.0
481,mazatlan,23.2167,-106.4167,75.9,89.0,0.0,4.61,MX,1717330206.0
482,ille-sur-tet,42.6707,2.6216,76.66,42.0,0.0,16.58,FR,1717330294.0
483,hultsfred,57.4882,15.8436,80.82,30.0,20.0,7.49,SE,1717330295.0
484,pesqueira,-8.3578,-36.6964,71.98,78.0,92.0,14.63,BR,1717330297.0
485,nantucket,41.2835,-70.0995,64.09,72.0,0.0,10.36,US,1717330185.0
486,arenapolis,-14.4503,-56.8461,75.69,51.0,79.0,2.89,BR,1717330299.0
487,vallenar,-28.5708,-70.7581,68.22,15.0,51.0,3.33,CL,1717330300.0
488,gisborne,-38.6533,178.0042,51.42,90.0,94.0,5.41,NZ,1717330302.0
489,novodvinsk,64.4165,40.8122,76.75,51.0,100.0,8.05,RU,1717330303.0
490,mount vista,45.7343,-122.6329,59.04,86.0,100.0,5.01,US,1717330304.0
491,karasburg,-28.0167,18.75,53.35,27.0,14.0,15.82,NA,1717330306.0
492,choyr,46.3611,108.3611,70.27,20.0,61.0,9.08,MN,1717330307.0
493,arno,60.1167,18.6333,53.78,58.0,28.0,11.25,SE,1717330308.0
494,qarchi gak,37.04,66.7889,100.67,8.0,0.0,3.09,AF,1717330310.0
495,takoradi,4.8845,-1.7554,83.19,77.0,89.0,8.81,GH,1717330311.0
496,susuman,62.7833,148.1667,50.99,42.0,36.0,4.0,RU,1717330312.0
497,lubang,13.8584,120.124,86.94,80.0,84.0,5.79,PH,1717330314.0
498,arsen'yev,44.1631,133.2733,53.98,95.0,74.0,3.42,RU,1717330268.0
499,ndibene dahra,15.3338,-15.4766,92.62,22.0,6.0,8.19,SN,1717330316.0
500,arkhara,49.4212,130.0842,58.77,81.0,0.0,11.01,RU,1717330318.0
501,tinajo,29.0788,-13.7081,72.48,60.0,20.0,17.27,ES,1717330319.0
502,iba,15.3667,120.0333,82.08,87.0,99.0,5.48,PH,1717330320.0
503,wang nam yen,13.5033,102.1812,80.55,78.0,97.0,7.9,TH,1717330322.0
504,harsin,34.2721,47.5861,88.61,10.0,0.0,4.72,IR,1717330323.0
505,york beach,43.1717,-70.6089,62.8,79.0,42.0,1.99,US,1717330324.0
506,kaliningrad,54.7065,20.511,71.65,87.0,100.0,4.88,RU,1717330224.0
507,ngetkib,7.3645,134.5148,80.85,94.0,75.0,3.44,PW,1717330327.0
508,kerikeri,-35.2268,173.9474,50.47,90.0,100.0,3.2,NZ,1717330137.0
509,daru,-9.0763,143.2092,78.03,79.0,100.0,14.41,PG,1717330330.0
510,suva,-18.1416,178.4415,74.68,73.0,40.0,6.91,FJ,1717330331.0
511,pingliang,35.5392,106.6861,59.22,85.0,100.0,4.81,CN,1717330332.0
512,kone,-21.0595,164.8658,72.34,82.0,26.0,6.98,NC,1717330334.0
513,dryden,49.7833,-92.7503,52.34,80.0,5.0,6.31,CA,1717330142.0
514,adh dhibiyah,,,,,,,,
515,lorengau,-2.0226,147.2712,82.29,80.0,15.0,7.78,PG,1717330337.0
516,whitby,54.4877,-0.615,69.06,74.0,65.0,3.0,GB,1717330339.0
517,sinan,34.8262,126.1086,65.01,66.0,94.0,9.91,KR,1717330340.0
518,san sebastian de mariquita,5.1989,-74.893,74.75,77.0,81.0,2.8,CO,1717330342.0
519,tlahualilo de zaragoza,26.1167,-103.45,77.16,58.0,20.0,1.68,MX,1717330343.0
520,nizhneudinsk,54.9076,99.0276,61.65,49.0,85.0,4.43,RU,1717330344.0
521,urangan,-25.3,152.9,60.21,78.0,0.0,5.99,AU,1717330345.0
522,malabar,-33.9667,151.25,58.12,68.0,0.0,10.36,AU,1717330347.0
523,poyarkovo,49.6,128.6833,63.75,63.0,0.0,2.3,RU,1717330348.0
524,faya-largeau,17.9257,19.1043,111.76,8.0,6.0,9.37,TD,1717330349.0
525,kidal,18.4411,1.4078,107.24,8.0,0.0,5.06,ML,1717330351.0
526,angra dos reis,-23.0067,-44.3181,72.52,58.0,100.0,3.27,BR,1717330352.0
527,fale old settlement,-9.3852,-171.2468,83.46,69.0,61.0,2.8,TK,1717330353.0
528,kuliyapitiya,7.4688,80.0401,78.48,97.0,100.0,5.61,LK,1717330355.0
529,el calafate,-50.3408,-72.2768,28.87,77.0,8.0,4.38,AR,1717330356.0
530,port hedland,-20.3167,118.5667,73.45,94.0,40.0,5.75,AU,1717330357.0
531,bethanie,-26.4833,17.15,53.04,39.0,20.0,19.51,NA,1717330359.0
532,pariaman,-0.619,100.12,80.65,85.0,80.0,3.47,ID,1717330360.0
533,cholpon-ata,42.6494,77.0823,60.37,51.0,38.0,2.86,KG,1717330361.0
534,sonsorol village,,,,,,,,
535,hwange,-18.3693,26.5019,89.06,24.0,0.0,7.94,ZW,1717330364.0
536,otjiwarongo,-20.4637,16.6477,65.32,6.0,0.0,17.18,NA,1717330365.0
537,lazaro cardenas,17.9583,-102.2,76.1,84.0,100.0,3.33,MX,1717330367.0
538,sipalay,9.75,122.5,81.32,82.0,100.0,2.28,PH,1717330368.0
539,ceres,37.5949,-120.9577,60.8,75.0,0.0,6.91,US,1717330369.0
540,ocher,57.8904,54.7202,74.73,37.0,13.0,6.58,RU,1717330371.0
541,alofi,-19.0595,-169.9187,73.29,78.0,100.0,12.66,NU,1717330372.0
542,heihe,50.2441,127.4902,70.45,52.0,1.0,3.94,CN,1717330374.0
543,nuestra senora del rosario de caa cati,-27.7507,-57.6207,62.76,70.0,62.0,9.22,AR,1717330375.0
544,ebaye,8.7748,167.7392,84.22,84.0,40.0,13.8,MH,1717330376.0
545,bereeda,11.8704,51.0579,90.75,56.0,9.0,4.92,SO,1717330378.0
546,coquimbo,-29.9533,-71.3436,46.13,100.0,75.0,3.44,CL,1717330379.0
547,kuldiga,56.974,21.9572,73.09,78.0,31.0,2.73,LV,1717330380.0
548,nurota,40.5614,65.6886,91.18,10.0,4.0,14.9,UZ,1717330382.0
549,solleftea,63.1667,17.2667,71.46,30.0,60.0,6.73,SE,1717330383.0
550,asau,46.4333,26.4,85.28,37.0,74.0,13.09,RO,1717330384.0
551,badr hunayn,23.7829,38.7905,114.84,11.0,0.0,18.23,SA,1717330386.0
552,hongqiao,26.7684,112.1081,74.84,78.0,68.0,4.76,CN,1717330387.0
553,sol'-iletsk,51.1631,54.9918,71.76,68.0,100.0,17.92,RU,1717330388.0
554,nanping,26.645,118.1736,67.69,96.0,100.0,2.55,CN,1717330391.0
555,bilokurakyne,49.5341,38.7307,85.33,34.0,37.0,11.18,UA,1717330392.0
556,mar del plata,-38.0023,-57.5575,50.09,70.0,100.0,6.91,AR,1717330393.0
557,cabinda,-5.55,12.2,79.2,73.0,100.0,8.05,AO,1717330395.0
558,helong,42.5397,128.9972,54.88,81.0,57.0,2.98,CN,1717330396.0
559,tobruk,32.0836,23.9764,77.88,60.0,9.0,11.9,LY,1717330398.0
560,rzhev,56.2624,34.3282,79.3,52.0,71.0,4.72,RU,1717330399.0
561,biga,40.2281,27.2422,89.2,34.0,21.0,7.2,TR,1717330400.0
562,bonthe,7.5264,-12.505,84.31,74.0,71.0,6.11,SL,1717330401.0
563,oualidia,,,,,,,,
564,iscar,41.3434,-4.5246,71.46,27.0,0.0,9.17,ES,1717330404.0
565,kunashak,55.7032,61.5498,77.52,36.0,63.0,5.17,RU,1717330406.0
566,hastings,50.8552,0.5729,68.99,69.0,2.0,10.69,GB,1717330407.0
567,nikolayevsk-on-amure,53.1406,140.73,45.21,62.0,66.0,10.0,RU,1717330408.0
568,salym,60.0625,71.4789,55.85,35.0,79.0,9.44,RU,1717330410.0
569,dalandzadgad,43.5708,104.425,74.73,16.0,100.0,14.18,MN,1717330411.0
570,imbituba,-28.24,-48.6703,68.86,72.0,0.0,5.21,BR,1717330412.0
571,kuta,-8.7233,115.1723,82.35,94.0,20.0,8.05,ID,1717330414.0
572,las veredas,23.1388,-109.7075,78.13,46.0,94.0,4.07,MX,1717330415.0
573,lianzhou,24.7811,112.3825,76.33,91.0,77.0,3.74,CN,1717330416.0
574,puerto lempira,15.2667,-83.7667,78.94,83.0,40.0,0.0,HN,1717330418.0
575,gizel',,,,,,,,
576,dakhla,23.6848,-15.958,73.42,64.0,5.0,18.41,EH,1717330420.0
577,portoferraio,42.8115,10.3146,72.52,73.0,40.0,11.5,IT,1717330422.0
578,aitape,-3.1374,142.3475,80.8,87.0,58.0,5.68,PG,1717330423.0
579,mirny,62.5353,113.9611,54.23,55.0,93.0,14.0,RU,1717330424.0
580,surskoye,54.4821,46.7214,73.94,74.0,91.0,11.3,RU,1717330426.0
581,yeppoon,-23.1333,150.7333,60.26,50.0,0.0,9.95,AU,1717330427.0
582,jindabyne,-36.4167,148.6333,38.57,90.0,99.0,8.99,AU,1717330428.0
583,dong ha,16.8163,107.1003,88.05,59.0,74.0,7.81,VN,1717330430.0
584,kaele,10.1092,14.4508,98.11,31.0,34.0,6.04,CM,1717330431.0
585,viqueque,-8.8673,126.3658,75.96,92.0,34.0,3.51,TL,1717330432.0
